

Mean energy (eV)
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000021e-02 3.972610000000000030e-02
1.071889999999999996e-02 3.984999999999999654e-02
1.148949999999999971e-02 3.998990000000000183e-02
1.231550000000000006e-02 4.014779999999999738e-02
1.320089999999999979e-02 4.032619999999999955e-02
1.414989999999999998e-02 4.052759999999999696e-02
1.516720000000000047e-02 4.075499999999999956e-02
1.625760000000000052e-02 4.101189999999999697e-02
1.742629999999999874e-02 4.130199999999999844e-02
1.867910000000000056e-02 4.162960000000000271e-02
2.002200000000000160e-02 4.199950000000000211e-02
2.146139999999999853e-02 4.241700000000000331e-02
2.300429999999999836e-02 4.288800000000000251e-02
2.465809999999999877e-02 4.341930000000000095e-02
2.643080000000000082e-02 4.401710000000000345e-02
2.833099999999999855e-02 4.469150000000000206e-02
3.036770000000000094e-02 4.545029999999999903e-02
3.255090000000000067e-02 4.630329999999999863e-02
3.489099999999999840e-02 4.726090000000000152e-02
3.739939999999999931e-02 4.833459999999999840e-02
4.008810000000000151e-02 4.953640000000000126e-02
4.297000000000000125e-02 5.087889999999999774e-02
4.605920000000000153e-02 5.237569999999999726e-02
4.937049999999999772e-02 5.404069999999999707e-02
5.291980000000000295e-02 5.588769999999999849e-02
5.672429999999999833e-02 5.793050000000000282e-02
6.080220000000000069e-02 6.018190000000000345e-02
6.517340000000000633e-02 6.265360000000000373e-02
6.985879999999999868e-02 6.535509999999999931e-02
7.488100000000000311e-02 6.829269999999999785e-02
8.026429999999999676e-02 7.146829999999999850e-02
8.603470000000000562e-02 7.487449999999999661e-02
9.221980000000000455e-02 7.850930000000000408e-02
9.884959999999999580e-02 8.235130000000000228e-02
1.059559999999999946e-01 8.637530000000000208e-02
1.135729999999999934e-01 9.054840000000000111e-02
1.217379999999999990e-01 9.483260000000000300e-02
1.304899999999999949e-01 9.918509999999999827e-02
1.398709999999999953e-01 1.035630000000000023e-01
1.499270000000000047e-01 1.079249999999999932e-01
1.607049999999999867e-01 1.122350000000000014e-01
1.722589999999999955e-01 1.165090000000000015e-01
1.846430000000000016e-01 1.206480000000000052e-01
1.979170000000000096e-01 1.246840000000000032e-01
2.121450000000000002e-01 1.286170000000000091e-01
2.273969999999999880e-01 1.324569999999999914e-01
2.437439999999999884e-01 1.362220000000000097e-01
2.612680000000000002e-01 1.399330000000000018e-01
2.800500000000000211e-01 1.436020000000000074e-01
3.001840000000000064e-01 1.472839999999999983e-01
3.217639999999999945e-01 1.509919999999999873e-01
3.448959999999999804e-01 1.547520000000000007e-01
3.696909999999999918e-01 1.585799999999999987e-01
3.962689999999999824e-01 1.625089999999999868e-01
4.247569999999999957e-01 1.665600000000000136e-01
4.552939999999999765e-01 1.707519999999999871e-01
4.880249999999999866e-01 1.751659999999999884e-01
5.231099999999999639e-01 1.797140000000000126e-01
5.607170000000000210e-01 1.844610000000000138e-01
6.010280000000000067e-01 1.894240000000000090e-01
6.442360000000000309e-01 1.945089999999999875e-01
6.905510000000000259e-01 1.999519999999999909e-01
7.401959999999999651e-01 2.056870000000000087e-01
7.934099999999999486e-01 2.117499999999999938e-01
8.504490000000000105e-01 2.181810000000000138e-01
9.115889999999999826e-01 2.250330000000000108e-01
9.771239999999999926e-01 2.322200000000000097e-01
1.047369999999999912e+00 2.401060000000000139e-01
1.122670000000000057e+00 2.486480000000000079e-01
1.203379999999999894e+00 2.579589999999999939e-01
1.289889999999999981e+00 2.681740000000000235e-01
1.382619999999999960e+00 2.794479999999999742e-01
1.482019999999999893e+00 2.919570000000000221e-01
1.588559999999999972e+00 3.058839999999999892e-01
1.702769999999999895e+00 3.214190000000000103e-01
1.825180000000000025e+00 3.387330000000000063e-01
1.956399999999999917e+00 3.579689999999999817e-01
2.097049999999999859e+00 3.790459999999999940e-01
2.247809999999999864e+00 4.023070000000000257e-01
2.409400000000000208e+00 4.275390000000000024e-01
2.582619999999999916e+00 4.545839999999999881e-01
2.768289999999999917e+00 4.832020000000000204e-01
2.967299999999999827e+00 5.130730000000000013e-01
3.180629999999999846e+00 5.438290000000000068e-01
3.409289999999999932e+00 5.750729999999999453e-01
3.654380000000000184e+00 6.064079999999999471e-01
3.917100000000000026e+00 6.374600000000000266e-01
4.198710000000000164e+00 6.678969999999999629e-01
4.500560000000000116e+00 6.974369999999999736e-01
4.824110000000000120e+00 7.258580000000000032e-01
5.170919999999999739e+00 7.529949999999999699e-01
5.542659999999999698e+00 7.787359999999999838e-01
5.941130000000000244e+00 8.029760000000000231e-01
6.368249999999999744e+00 8.257769999999999833e-01
6.826069999999999638e+00 8.471070000000000544e-01
7.316810000000000258e+00 8.669980000000000464e-01
7.842819999999999681e+00 8.855039999999999578e-01
8.406650000000000844e+00 9.026920000000000499e-01
9.011020000000000252e+00 9.186379999999999546e-01
9.658830000000000027e+00 9.332679999999999865e-01
1.035319999999999929e+01 9.470009999999999817e-01
1.109750000000000014e+01 9.597419999999999840e-01
1.189530000000000065e+01 9.714220000000000077e-01
1.275050000000000061e+01 9.826470000000000482e-01
1.366719999999999935e+01 9.931889999999999885e-01
1.464969999999999928e+01 1.002629999999999910e+00
1.570289999999999964e+01 1.012369999999999992e+00
1.683180000000000121e+01 1.020899999999999919e+00
1.804189999999999827e+01 1.029169999999999918e+00
1.933889999999999887e+01 1.036969999999999947e+00
2.072919999999999874e+01 1.044610000000000039e+00
2.221950000000000003e+01 1.052070000000000061e+00
2.381690000000000040e+01 1.059490000000000043e+00
2.552909999999999968e+01 1.066850000000000076e+00
2.736439999999999984e+01 1.074640000000000040e+00
2.933170000000000144e+01 1.082910000000000039e+00
3.144040000000000035e+01 1.091990000000000016e+00
3.370060000000000144e+01 1.102670000000000039e+00
3.612339999999999662e+01 1.115029999999999966e+00
3.872039999999999793e+01 1.130319999999999991e+00
4.150399999999999778e+01 1.149909999999999988e+00
4.448780000000000001e+01 1.175210000000000088e+00
4.768610000000000326e+01 1.208380000000000010e+00
5.111430000000000007e+01 1.252250000000000085e+00
5.478900000000000148e+01 1.308829999999999938e+00
5.872789999999999822e+01 1.381320000000000103e+00
6.294989999999999952e+01 1.474369999999999958e+00
6.747539999999999338e+01 1.586870000000000003e+00
7.232630000000000337e+01 1.722180000000000044e+00
7.752599999999999625e+01 1.880770000000000053e+00
8.309940000000000282e+01 2.062720000000000109e+00
8.907349999999999568e+01 2.266459999999999919e+00
9.547719999999999629e+01 2.491260000000000030e+00
1.023409999999999940e+02 2.730459999999999887e+00
1.096989999999999981e+02 2.982489999999999863e+00
1.175849999999999937e+02 3.243780000000000108e+00
1.260379999999999967e+02 3.511699999999999822e+00
1.350989999999999895e+02 3.783659999999999801e+00
